test_number,avg_lat_ms,tests,devices,centroid_lat,centroid_lon,city,avg_d_speed_mbps,avg_u_speed_mbps
3242,25,24,11,30.9752542,31.15997314,Al Maḩallah al Kubrá,17.166,3.252
3243,20,100,31,30.9752542,31.16546631,Al Maḩallah al Kubrá,18.081,3.151
3244,84,64,16,30.9705443,31.15997314,Al Maḩallah al Kubrá,16.331,2.229
3245,28,156,45,30.9705443,31.16546631,Al Maḩallah al Kubrá,19.345,3.084
3246,25,474,98,30.9752542,31.17095947,Al Maḩallah al Kubrá,19.79,5.9
3247,79,193,44,30.9752542,31.17645264,Al Maḩallah al Kubrá,14.405,1.943
3248,32,86,30,30.9705443,31.17095947,Al Maḩallah al Kubrá,25.362,11.159
3249,35,34,17,30.9705443,31.17645264,Al Maḩallah al Kubrá,17.757,3.56
3250,37,93,30,30.96583417,31.15997314,Al Maḩallah al Kubrá,16.008,2.452
3251,36,164,58,30.96583417,31.16546631,Al Maḩallah al Kubrá,17.752,3.038
3252,28,151,39,30.96112381,31.15997314,Al Maḩallah al Kubrá,16.112,2.68
3253,30,72,32,30.96112381,31.16546631,Al Maḩallah al Kubrá,15.068,3.54
3254,23,186,32,30.96583417,31.17095947,Al Maḩallah al Kubrá,19.856,3.265
3255,77,21,7,30.96112381,31.17095947,Al Maḩallah al Kubrá,14.765,3.45
3256,69,16,2,30.96112381,31.17645264,Al Maḩallah al Kubrá,7.8,8.392
3257,16,75,19,30.9752542,31.1819458,Al Maḩallah al Kubrá,20.599,3.649
3258,17,56,16,30.9705443,31.1819458,Al Maḩallah al Kubrá,15.421,2.465
3259,28,54,17,30.9705443,31.18743896,Al Maḩallah al Kubrá,19.49,3.794
3260,18,74,20,30.9752542,31.19293213,Al Maḩallah al Kubrá,22.135,4.445
3261,61,100,19,30.9752542,31.19842529,Al Maḩallah al Kubrá,18.587,2.515
3262,24,45,17,30.9705443,31.19293213,Al Maḩallah al Kubrá,14.258,3.617
3263,20,20,9,30.9705443,31.19842529,Al Maḩallah al Kubrá,17.277,3.754
3264,26,112,38,30.95641322,31.15997314,Al Maḩallah al Kubrá,16.957,2.787
3265,42,217,39,30.95641322,31.16546631,Al Maḩallah al Kubrá,14.773,2.888
3266,25,176,50,30.95170239,31.15997314,Al Maḩallah al Kubrá,18.574,2.859
3267,29,142,31,30.95170239,31.16546631,Al Maḩallah al Kubrá,13.609,2.476
3268,30,27,4,30.95641322,31.17095947,Al Maḩallah al Kubrá,7.039,1.412
3269,69,7,6,30.95641322,31.17645264,Al Maḩallah al Kubrá,3.789,1.121
3270,19,7,4,30.95170239,31.17095947,Al Maḩallah al Kubrá,39.512,24.493
3271,83,13,5,30.95170239,31.17645264,Al Maḩallah al Kubrá,5.751,1.139
3272,26,188,27,30.94699133,31.15997314,Al Maḩallah al Kubrá,16.301,2.67
3273,110,10,4,30.94699133,31.16546631,Al Maḩallah al Kubrá,8.818,1.141
3274,77,10,3,30.94228004,31.15997314,Al Maḩallah al Kubrá,13.662,1.76
3275,13,1,1,30.94228004,31.16546631,Al Maḩallah al Kubrá,4.94,0.41
3276,27,4,3,30.94699133,31.17095947,Al Maḩallah al Kubrá,5.05,1.266
3277,36,48,5,30.94699133,31.17645264,Al Maḩallah al Kubrá,13.625,2.388
3278,27,25,4,30.95170239,31.1819458,Al Maḩallah al Kubrá,13.138,1.787
3279,11,2,2,30.95170239,31.18743896,Al Maḩallah al Kubrá,15.644,1.977
3280,17,43,15,30.94699133,31.1819458,Al Maḩallah al Kubrá,19.949,3.069
3281,16,6,3,30.94699133,31.18743896,Al Maḩallah al Kubrá,13.942,6.942
3282,51,6,3,30.93285675,31.13250732,Al Maḩallah al Kubrá,6.749,1.552
3283,20,27,10,30.92814477,31.13250732,Al Maḩallah al Kubrá,14.348,2.167
3284,32,22,4,30.93756851,31.13800049,Al Maḩallah al Kubrá,9.861,1.267
3285,94,7,3,30.93756851,31.14349365,Al Maḩallah al Kubrá,7.317,2.065
3286,25,193,15,30.93285675,31.13800049,Al Maḩallah al Kubrá,13.537,2.77
3287,26,3,2,30.93285675,31.14349365,Al Maḩallah al Kubrá,21.477,2.227
3288,75,2,1,30.93756851,31.15447998,Al Maḩallah al Kubrá,6.199,0.898
3289,23,66,14,30.92814477,31.13800049,Al Maḩallah al Kubrá,17.755,2.287
3290,38,2,1,30.91872009,31.11602783,Al Maḩallah al Kubrá,5.306,0.422
3291,140,4,3,30.91872009,31.121521,Al Maḩallah al Kubrá,2.898,1.086
3292,57,32,3,30.91872009,31.12701416,Al Maḩallah al Kubrá,4.192,2.287
3293,18,2,2,30.90929449,31.11602783,Al Maḩallah al Kubrá,5.676,0.709
3294,79,1,1,30.90458134,31.11602783,Al Maḩallah al Kubrá,1.129,0.438
3295,59,5,1,30.91400741,31.13800049,Al Maḩallah al Kubrá,1.199,2.205
3296,71,3,1,30.91400741,31.14349365,Al Maḩallah al Kubrá,0.395,4.156
3297,23,12,3,30.91872009,31.15447998,Al Maḩallah al Kubrá,3.164,1.836
3298,19,31,5,30.91400741,31.15447998,Al Maḩallah al Kubrá,13.129,3.003
3299,167,1,1,30.90929449,31.13800049,Al Maḩallah al Kubrá,0.584,1.308
3300,31,3,1,30.90458134,31.15447998,Al Maḩallah al Kubrá,14.179,0.875
3301,33,8,2,30.93756851,31.15997314,Al Maḩallah al Kubrá,10.834,4.458
3302,10,5,2,30.93285675,31.15997314,Al Maḩallah al Kubrá,17.16,3.876
3303,11,1,1,30.91872009,31.15997314,Al Maḩallah al Kubrá,5.602,4.697
3304,7,2,1,30.90458134,31.15997314,Al Maḩallah al Kubrá,9.757,0.631
3305,30,16,5,30.90458134,31.1819458,Abū Şīr Banā,9.76,3.156
3306,22,1,1,30.90458134,31.18743896,Abū Şīr Banā,9.283,1.451
3307,20,5,4,30.9752542,31.20391846,Samannūd,19.978,2.535
3308,33,17,6,30.9752542,31.20941162,Samannūd,3.139,3.653
3309,207,10,4,30.9705443,31.20391846,Samannūd,13.136,2.281
3310,16,25,5,30.9705443,31.20941162,Samannūd,14.699,3.31
3311,58,166,22,30.9752542,31.21490479,Samannūd,9.979,3.495
3312,29,38,5,30.9752542,31.22039795,Samannūd,6.182,3.189
3313,61,308,19,30.9705443,31.21490479,Samannūd,16.228,3.808
3314,62,1,1,30.9705443,31.22039795,Samannūd,3.023,1.372
3315,53,4,2,30.9705443,31.23138428,Samannūd,19.444,2.534
3316,35,79,3,30.9752542,31.23687744,Samannūd,6.15,1.096
3317,36,23,5,30.9705443,31.23687744,Samannūd,13.071,1.961
3318,80,14,4,30.9705443,31.24237061,Samannūd,11.248,5.255
3319,32,15,5,30.96583417,31.23138428,Samannūd,6.808,0.808
3320,73,8,5,30.96112381,31.23138428,Samannūd,4.549,2.027
3321,38,83,22,30.96583417,31.23687744,Samannūd,10.912,1.296
3322,67,137,37,30.96583417,31.24237061,Samannūd,7.521,1.045
3323,41,54,22,30.96112381,31.23687744,Samannūd,10.772,1.372
3324,46,82,20,30.96112381,31.24237061,Samannūd,7.761,0.718
3325,49,1,1,30.95641322,31.22589111,Samannūd,2.581,0.668
3326,18,4,2,30.95641322,31.23138428,Samannūd,12.758,2.225
3327,39,81,27,30.95641322,31.23687744,Samannūd,8.936,1.44
3328,64,48,14,30.95641322,31.24237061,Samannūd,14.081,1.974
3329,9,1,1,30.95170239,31.24237061,Samannūd,27.45,4.676
3330,21,4,3,30.94699133,31.23687744,Samannūd,26.585,3.308
3331,17,3,1,30.94699133,31.24237061,Samannūd,29.166,1.824
3332,17,55,13,30.94228004,31.24237061,Samannūd,21.903,5.297
3333,55,18,5,30.9705443,31.24786377,Samannūd,9.498,0.92
3334,33,63,11,30.96583417,31.24786377,Samannūd,8.4,0.965
3335,12,1,1,30.96583417,31.25335693,Samannūd,6.685,2.409
3336,38,32,10,30.96112381,31.24786377,Samannūd,10.195,0.796
3337,16,43,10,30.96112381,31.25335693,Samannūd,19.946,4.734
3338,19,4,2,30.96112381,31.2588501,Samannūd,19.831,2.433
3339,28,12,4,30.9705443,31.26983643,Samannūd,7.099,0.827
3340,216,6,1,30.9705443,31.27532959,Ajā,4.045,0.663
3341,28,1,1,30.9752542,31.28631592,Ajā,0.878,0.485
3342,10,71,8,30.95641322,31.24786377,Samannūd,16.98,4.805
3343,43,37,13,30.95641322,31.25335693,Samannūd,15.74,3.098
3344,11,16,11,30.95170239,31.24786377,Samannūd,26.278,3.784
3345,20,20,4,30.95170239,31.25335693,Samannūd,16.83,2.95
3346,16,15,4,30.95641322,31.2588501,Samannūd,26.643,5.508
3347,10,1,1,30.94228004,31.24786377,Samannūd,13.26,14.058
3348,12,1,1,30.95170239,31.28631592,Ajā,9.738,4.701
3349,15,45,5,30.94699133,31.28631592,Ajā,20.117,3.156
3350,20,9,5,30.94228004,31.28631592,Ajā,17.257,1.693
3351,28,25,10,30.93756851,31.24237061,Samannūd,19.658,2.619
3352,19,8,1,30.91872009,31.24237061,Abū Şīr Banā,10.722,1.4
3353,26,2,2,30.91400741,31.23687744,Abū Şīr Banā,14.986,1.399
3354,90,18,4,30.91400741,31.24237061,Abū Şīr Banā,7.506,1.176
3355,30,1,1,30.90929449,31.23138428,Abū Şīr Banā,44.141,37.925
3356,22,1,1,30.90458134,31.23138428,Abū Şīr Banā,65.492,44.651
3357,21,2,2,30.90929449,31.23687744,Abū Şīr Banā,6.544,1.087
3358,61,18,5,30.90929449,31.24237061,Abū Şīr Banā,12.65,5.841
3359,14,3,2,30.93756851,31.24786377,Samannūd,15.874,1.985
3360,72,3,1,30.93756851,31.25335693,Samannūd,16.124,0.939
3361,54,11,4,30.93756851,31.2588501,Samannūd,25.279,3.478
3362,111,2,1,30.93756851,31.26434326,Ajā,5.091,0.36
3363,9,6,3,30.93285675,31.2588501,Samannūd,23.611,4.32
3364,113,6,2,30.93285675,31.26434326,Ajā,17.039,1.932
3365,10,1,1,30.92814477,31.26434326,Ajā,28.997,1.974
3366,17,6,4,30.93756851,31.28631592,Ajā,16.474,2.506
3367,9,1,1,30.92814477,31.26983643,Ajā,29.78,2.367
3368,15,17,10,30.92343254,31.26983643,Ajā,23.838,3.262
3369,81,6,3,30.91400741,31.24786377,Abū Şīr Banā,13.802,1.248
3370,53,9,3,30.90929449,31.25335693,Abū Şīr Banā,8.536,0.773
3371,10,2,2,30.90458134,31.24786377,Abū Şīr Banā,24.569,3.531
3372,15,2,2,30.90458134,31.25335693,Abū Şīr Banā,11.407,3.954
3373,9,4,1,30.91872009,31.26983643,Ajā,12.761,4.466
3374,13,1,1,30.91872009,31.27532959,Ajā,23.102,2.827
3375,9,1,1,30.91400741,31.28082275,Ajā,27.249,2.325
3376,10,1,1,30.90458134,31.27532959,Ajā,25.746,4.731
3377,11,7,1,30.90929449,31.28082275,Ajā,2.519,6.506
3378,14,1,1,30.90458134,31.28082275,Ajā,19.326,2.406
3379,89,1,1,30.89986796,30.94024658,Quţūr,1.165,0.125
3380,35,1,1,30.89986796,30.94573975,Quţūr,1.325,0.396
3381,46,56,1,30.89515434,30.94024658,Quţūr,6.975,2.201
3382,49,9,4,30.88572642,30.96221924,Quţūr,10.204,1.378
3383,12,30,5,30.88572642,30.9677124,Quţūr,19.547,2.791
3384,35,1,1,30.87629757,30.94024658,Quţūr,11.463,8.005
3385,24,10,2,30.88101211,30.96221924,Quţūr,9.81,1.375
3386,34,15,6,30.88101211,30.9677124,Quţūr,16.095,4.495
3387,51,27,7,30.8904405,31.01715088,Ţanţā,16.452,2.571
3388,24,11,5,30.8904405,31.02264404,Ţanţā,12.15,1.009
3389,11,2,1,30.88572642,31.01715088,Ţanţā,10.046,1.71
3390,25,1,1,30.88572642,31.02264404,Ţanţā,11.019,1.656
3391,15,1,1,30.87629757,30.99517822,Ţanţā,4.976,0.724
3392,13,1,1,30.87158279,30.98968506,Ţanţā,32.961,4.882
3393,32,1,1,30.86686779,30.98968506,Ţanţā,3.566,1.307
3394,35,16,6,30.86686779,31.00067139,Ţanţā,6.957,0.967
3395,24,25,4,30.87158279,31.00616455,Ţanţā,11.038,1.426
3396,27,26,10,30.87158279,31.01165771,Ţanţā,7.703,1.124
3397,29,13,9,30.86686779,31.00616455,Ţanţā,7.588,0.903
3398,42,3,2,30.86686779,31.01165771,Ţanţā,1.53,0.321
3399,13,3,1,30.85743708,30.95672607,Ţanţā,20.864,3.145
3400,128,1,1,30.84800544,30.94573975,Ţanţā,2.343,0.582
3401,12,21,3,30.85743708,30.96221924,Ţanţā,15.714,3.635
3402,39,10,3,30.85272138,30.9677124,Ţanţā,7.061,0.993
3403,11,1,1,30.84800544,30.96221924,Ţanţā,12.148,0.516
3404,54,31,11,30.84800544,30.9677124,Ţanţā,8.276,1.041
3405,14,5,1,30.85272138,30.97320557,Ţanţā,10.144,0.796
3406,117,25,3,30.84800544,30.97320557,Ţanţā,12.966,1.415
3407,47,102,7,30.84328928,30.9677124,Ţanţā,10.205,1.127
3408,7,2,1,30.84328928,30.97320557,Ţanţā,5.572,1.514
3409,27,9,3,30.85743708,30.98968506,Ţanţā,14.374,2.308
3410,29,1,1,30.85272138,30.98419189,Ţanţā,11.71,0.718
3411,20,1,1,30.85272138,30.98968506,Ţanţā,13.685,1.516
3412,28,26,4,30.86215255,31.00616455,Ţanţā,7.409,0.987
3413,30,1,1,30.84800544,31.00616455,Ţanţā,27.348,0.86
3414,7,2,2,30.83857288,30.99517822,Ţanţā,38.063,11.852
3415,40,1,1,30.83385625,30.98419189,Ţanţā,1.517,0.373
3416,8,9,1,30.82913939,30.98968506,Ţanţā,42.863,17.851
3417,43,10,4,30.84328928,31.00616455,Ţanţā,11.184,0.802
3418,682,2,1,30.84328928,31.01165771,Ţanţā,0.598,0.403
3419,11,8,7,30.84328928,31.01715088,Ţanţā,4.935,0.938
3420,10,2,2,30.83857288,31.01715088,Ţanţā,81.875,90.215
3421,22,4,2,30.82913939,31.01165771,Ţanţā,15.982,1.491
3422,8,4,2,30.8904405,31.06109619,Ţanţā,3.337,1.969
3423,17,2,2,30.88101211,31.03363037,Ţanţā,12.751,2.047
3424,36,18,4,30.87629757,31.03363037,Ţanţā,13.159,1.797
3425,13,1,1,30.87158279,31.02813721,Ţanţā,18.936,2.692
3426,109,1,1,30.86686779,31.05560303,Ţanţā,1.959,2.874
3427,119,3,1,30.86686779,31.06109619,Ţanţā,6.085,0.643
3428,495,1,1,30.89986796,31.1050415,Al Maḩallah al Kubrá,3.047,0.021
3429,93,49,2,30.89986796,31.11053467,Al Maḩallah al Kubrá,8.054,1.644
3430,79,80,1,30.89515434,31.11053467,Al Maḩallah al Kubrá,12.36,1.9
3431,348,2,2,30.8904405,31.11053467,Al Maḩallah al Kubrá,4.289,0.514
3432,68,9,1,30.88101211,31.08856201,Al Maḩallah al Kubrá,5.65,0.76
3433,25,27,4,30.87629757,31.08856201,Al Maḩallah al Kubrá,11.723,2.745
3434,64,1,1,30.87158279,31.08306885,Ţanţā,14.04,1.296
3435,32,9,4,30.88101211,31.09405518,Al Maḩallah al Kubrá,12.035,1.407
3436,20,13,4,30.87629757,31.09405518,Al Maḩallah al Kubrá,18.716,2.22
3437,35,21,6,30.86215255,31.05560303,Ţanţā,8.842,2.092
3438,23,2,1,30.85743708,31.05560303,Ţanţā,13.942,1.313
3439,45,13,3,30.86215255,31.06109619,Ţanţā,12.021,3.096
3440,120,7,3,30.86215255,31.06658936,Ţanţā,5.442,0.864
3441,13,5,2,30.85743708,31.06109619,Ţanţā,25.096,5.842
3442,39,32,6,30.85743708,31.06658936,Ţanţā,8.279,0.997
3443,55,3,2,30.83857288,31.0446167,Ţanţā,6.866,1.557
3444,33,24,4,30.83385625,31.0446167,Ţanţā,8.474,2.267
3445,95,83,14,30.83857288,31.05010986,Ţanţā,5.779,1.061
3446,68,11,4,30.83857288,31.05560303,Ţanţā,4.966,0.424
3447,45,25,10,30.83385625,31.05010986,Ţanţā,6.317,1.382
3448,47,5,2,30.82913939,31.05010986,Ţanţā,3.902,1.564
3449,34,2,1,30.86215255,31.07208252,Ţanţā,5.511,0.782
3450,20,4,3,30.85743708,31.07208252,Ţanţā,3.828,0.355
3451,18,2,1,30.83385625,31.08856201,Ţanţā,8.426,3.111
3452,32,19,4,30.83857288,31.09405518,Ţanţā,9.75,2.038
3453,48,45,3,30.83857288,31.09954834,Ţanţā,8.377,1.556
3454,38,178,12,30.83385625,31.09405518,Ţanţā,8.753,1.967
3455,40,107,18,30.83385625,31.09954834,Ţanţā,11.902,2.289
3456,15,1,1,30.82913939,31.09405518,Ţanţā,18.433,5.5
3457,38,2,1,30.82913939,31.09954834,Ţanţā,36.819,11.93
3458,27,19,7,30.81026963,30.95672607,Ţanţā,7.274,0.948
3459,25,8,3,30.81026963,30.96221924,Ţanţā,8.115,1.535
3460,16,4,3,30.81498742,30.97869873,Ţanţā,16.958,2.333
3461,16,12,8,30.81026963,30.97869873,Ţanţā,16.635,1.754
3462,16,34,2,30.80555161,30.95123291,Ţanţā,10.225,1.351
3463,22,34,13,30.80555161,30.95672607,Ţanţā,12.835,2.311
3464,51,26,7,30.80083336,30.95123291,Ţanţā,3.847,0.559
3465,30,36,15,30.80083336,30.95672607,Ţanţā,7.092,0.993
3466,30,37,8,30.79611488,30.95672607,Ţanţā,3.736,0.784
3467,72,86,23,30.80555161,30.96221924,Ţanţā,11.701,1.987
3468,13,8,3,30.80555161,30.9677124,Ţanţā,16.218,2.91
3469,21,55,22,30.80083336,30.96221924,Ţanţā,9.206,1.178
3470,31,31,7,30.80083336,30.9677124,Ţanţā,8.092,0.954
3471,22,11,4,30.80555161,30.97320557,Ţanţā,12.223,2.615
3472,29,1,1,30.80555161,30.97869873,Ţanţā,1.663,0.345
3473,8,7,2,30.80083336,30.97320557,Ţanţā,20.729,1.742
3474,18,1,1,30.80083336,30.97869873,Ţanţā,17.394,2.245
3475,29,12,3,30.79611488,30.96221924,Ţanţā,4.776,0.844
3476,46,70,13,30.79611488,30.9677124,Ţanţā,6.341,0.915
3477,30,1,1,30.79139617,30.96221924,Ţanţā,21.412,28.564
3478,17,4,2,30.79139617,30.9677124,Ţanţā,16.398,2.45
3479,57,1,1,30.79611488,30.97869873,Ţanţā,3.695,0.907
3480,13,10,6,30.79139617,30.97320557,Ţanţā,23.755,2.727
3481,41,313,71,30.79139617,30.97869873,Ţanţā,15.466,2.876
3482,68,7,3,30.81970498,30.98968506,Ţanţā,12.093,2.488
3483,24,3,1,30.81970498,30.99517822,Ţanţā,8.841,1.503
3484,13,4,2,30.81970498,31.00067139,Ţanţā,18.822,3.593
3485,33,17,4,30.81498742,30.98419189,Ţanţā,14.319,2.472
3486,18,4,3,30.81498742,30.98968506,Ţanţā,20.239,2.777
3487,47,77,20,30.81026963,30.98419189,Ţanţā,14.152,3.186
3488,18,205,25,30.81026963,30.98968506,Ţanţā,20.354,5.049
3489,16,81,35,30.81498742,30.99517822,Ţanţā,27.678,4.057
3490,10,10,6,30.81498742,31.00067139,Ţanţā,20.239,4.388
3491,20,188,79,30.81026963,30.99517822,Ţanţā,21.974,4.344
3492,21,89,36,30.81026963,31.00067139,Ţanţā,33.437,12.502
3493,22,5,5,30.8244223,31.00616455,Ţanţā,16.546,2.285
3494,14,126,20,30.8244223,31.01165771,Ţanţā,21.719,3.248
3495,24,119,23,30.81970498,31.00616455,Ţanţā,17.372,4.181
3496,17,94,20,30.81970498,31.01165771,Ţanţā,26.817,6.583
3497,19,20,2,30.81970498,31.01715088,Ţanţā,94.47,14.083
3498,10,26,7,30.81498742,31.00616455,Ţanţā,20.105,3.927
3499,15,14,5,30.81498742,31.01165771,Ţanţā,15.861,2.736
3500,99,41,14,30.81026963,31.00616455,Ţanţā,17.754,3.997
3501,113,3,3,30.81026963,31.01165771,Ţanţā,4.404,7.652
3502,67,4,1,30.81498742,31.01715088,Ţanţā,0.608,0.207
3503,35,52,13,30.80555161,30.98419189,Ţanţā,10.743,3.318
3504,15,147,44,30.80555161,30.98968506,Ţanţā,22.822,4.068
3505,22,16,9,30.80083336,30.98419189,Ţanţā,37.453,13.657
3506,21,172,49,30.80083336,30.98968506,Ţanţā,20.745,4.104
3507,18,617,90,30.80555161,30.99517822,Ţanţā,19.003,3.027
3508,26,118,29,30.80555161,31.00067139,Ţanţā,14.248,2.429
3509,25,84,36,30.80083336,30.99517822,Ţanţā,14.842,2.23
3510,32,514,126,30.80083336,31.00067139,Ţanţā,19.583,3.145
3511,32,299,74,30.79611488,30.98419189,Ţanţā,20.231,5.313
3512,23,379,99,30.79611488,30.98968506,Ţanţā,19.896,4.158
3513,19,259,94,30.79139617,30.98419189,Ţanţā,19.129,4.118
3514,25,659,119,30.79139617,30.98968506,Ţanţā,19.125,6.025
3515,19,666,69,30.79611488,30.99517822,Ţanţā,18.11,3.554
3516,25,171,52,30.79611488,31.00067139,Ţanţā,19.786,3.836
3517,19,172,64,30.79139617,30.99517822,Ţanţā,19.446,4.207
3518,19,448,134,30.79139617,31.00067139,Ţanţā,28.23,17.284
3519,17,87,26,30.80555161,31.00616455,Ţanţā,21.969,3.787
3520,22,326,94,30.80083336,31.00616455,Ţanţā,21.02,3.503
3521,34,32,10,30.80083336,31.01165771,Ţanţā,22.632,5.157
3522,7,1,1,30.80555161,31.02264404,Ţanţā,66.394,62.242
3523,22,320,109,30.79611488,31.00616455,Ţanţā,23.045,4.04
3524,20,239,53,30.79611488,31.01165771,Ţanţā,20.937,3.993
3525,29,404,92,30.79139617,31.00616455,Ţanţā,20.257,3.711
3526,17,382,89,30.79139617,31.01165771,Ţanţā,30.969,9.342
3527,11,2,2,30.79611488,31.02264404,Ţanţā,246.017,119.566
3528,22,9,5,30.79139617,31.01715088,Ţanţā,15.555,1.998
3529,20,5,3,30.79139617,31.02264404,Ţanţā,14.963,2.696
3530,17,11,4,30.78195804,30.94024658,Ţanţā,34.017,5.309
3531,7,1,1,30.78195804,30.94573975,Ţanţā,87.96,12.696
3532,31,3,2,30.78667722,30.97320557,Ţanţā,15.713,1.109
3533,13,22,8,30.78667722,30.97869873,Ţanţā,18.292,4.861
3534,13,5,3,30.78195804,30.97869873,Ţanţā,20.846,2.887
3535,20,81,15,30.77723863,30.97869873,Ţanţā,18.067,4.949
3536,75,2,1,30.77251899,30.97869873,Ţanţā,9.424,0.467
3537,71,3,2,30.76779912,30.95672607,Ţanţā,6.718,1.649
3538,21,5,3,30.76307902,30.95672607,Ţanţā,16.538,2.365
3539,37,13,6,30.75835868,30.95672607,Ţanţā,7.531,1.174
3540,69,2,1,30.75363812,30.95672607,Ţanţā,4.603,1.199
3541,34,27,9,30.76779912,30.96221924,Ţanţā,9.54,2.025
3542,28,28,6,30.76779912,30.9677124,Ţanţā,9.692,4.247
3543,43,80,5,30.76307902,30.96221924,Ţanţā,10.443,1.847
3544,18,1,1,30.76307902,30.9677124,Ţanţā,15.421,1.62
3545,55,8,1,30.75835868,30.96221924,Ţanţā,3.764,0.825
3546,26,95,23,30.78667722,30.98419189,Ţanţā,19.84,2.521
3547,19,138,46,30.78667722,30.98968506,Ţanţā,18.653,3.567
3548,30,34,13,30.78195804,30.98419189,Ţanţā,15.81,2.812
3549,20,81,29,30.78195804,30.98968506,Ţanţā,22.036,3.813
3550,33,182,47,30.78667722,30.99517822,Ţanţā,18.224,3.263
3551,24,108,44,30.78667722,31.00067139,Ţanţā,21.086,5.113
3552,64,155,36,30.78195804,30.99517822,Ţanţā,15.735,2.646
3553,19,85,15,30.78195804,31.00067139,Ţanţā,16.193,3.665
3554,33,61,24,30.77723863,30.98419189,Ţanţā,18.786,3.271
3555,32,137,26,30.77723863,30.98968506,Ţanţā,21.249,3.441
3556,722,1,1,30.77251899,30.98419189,Ţanţā,0.012,0.042
3557,127,210,19,30.77251899,30.98968506,Ţanţā,17.707,3.084
3558,19,97,36,30.77723863,30.99517822,Ţanţā,25.989,14.568
3559,17,65,17,30.77723863,31.00067139,Ţanţā,22.143,3.815
3560,25,214,28,30.77251899,30.99517822,Ţanţā,14.302,1.986
3561,21,253,33,30.77251899,31.00067139,Ţanţā,17.166,2.239
3562,22,88,35,30.78667722,31.00616455,Ţanţā,15.392,2.473
3563,17,112,24,30.78667722,31.01165771,Ţanţā,19.888,3.004
3564,32,73,15,30.78195804,31.00616455,Ţanţā,19.406,3.61
3565,64,62,12,30.78195804,31.01165771,Ţanţā,24.104,3.892
3566,30,55,17,30.78667722,31.01715088,Ţanţā,15.234,2.104
3567,35,27,12,30.78195804,31.01715088,Ţanţā,22.113,4.372
3568,46,269,28,30.78195804,31.02264404,Ţanţā,13.165,2.557
3569,60,74,16,30.77723863,31.00616455,Ţanţā,17.23,2.317
3570,23,102,29,30.77723863,31.01165771,Ţanţā,15.296,3.225
3571,28,47,6,30.77251899,31.00616455,Ţanţā,12.046,2.068
3572,24,40,16,30.77251899,31.01165771,Ţanţā,21.925,3.765
3573,48,155,27,30.77723863,31.01715088,Ţanţā,13.14,3.614
3574,56,257,48,30.77723863,31.02264404,Ţanţā,13.642,7.528
3575,81,4,2,30.77251899,31.01715088,Ţanţā,18.911,3.555
3576,44,112,18,30.77251899,31.02264404,Ţanţā,9.992,3.017
3577,35,2,2,30.76779912,30.98968506,Ţanţā,6.573,1.475
3578,41,78,16,30.76779912,30.99517822,Ţanţā,17.384,3.461
3579,96,43,10,30.76779912,31.00067139,Ţanţā,12.911,3.269
3580,8,4,2,30.76307902,30.99517822,Ţanţā,18.729,2.222
3581,389,20,3,30.76307902,31.00067139,Ţanţā,4.357,0.332
3582,15,18,12,30.76779912,31.00616455,Ţanţā,16.54,2.556
3583,16,3,2,30.76779912,31.01165771,Ţanţā,16.256,2.563
3584,42,14,2,30.76307902,31.00616455,Ţanţā,7.67,1.305
3585,10,11,5,30.76779912,31.01715088,Ţanţā,22.893,3.106
3586,12,2,1,30.76779912,31.02264404,Ţanţā,23.186,4.037
3587,44,5,2,30.76307902,31.02264404,Ţanţā,1.67,1.607
3588,6,1,1,30.75363812,31.01165771,Ţanţā,38.36,7.488
3589,10,8,4,30.75363812,31.01715088,Ţanţā,19.423,2.875
3590,12,15,3,30.75363812,31.02264404,Ţanţā,18.161,3.373
3591,59,1,1,30.81026963,31.0446167,Ţanţā,0.928,2.589
3592,58,3,2,30.80555161,31.03363037,Ţanţā,6.203,1.335
3593,237,1,1,30.80083336,31.02813721,Ţanţā,0.043,0.864
3594,26,3,2,30.80083336,31.03363037,Ţanţā,12.688,1.14
3595,85,272,25,30.80555161,31.03912354,Ţanţā,8.341,1.604
3596,64,44,6,30.80555161,31.0446167,Ţanţā,6.776,1.306
3597,40,99,22,30.80083336,31.03912354,Ţanţā,11.672,2.147
3598,45,48,6,30.80083336,31.0446167,Ţanţā,7.117,1.3
3599,110,5,1,30.79611488,31.03912354,Ţanţā,7.691,3.56
3600,96,11,3,30.80555161,31.05010986,Ţanţā,2.715,1.863
3601,71,2,2,30.80555161,31.05560303,Ţanţā,3.026,2.154
3602,27,1,1,30.80083336,31.05560303,Ţanţā,5.567,1.165
3603,18,29,6,30.80555161,31.06109619,Ţanţā,16.039,2.291
3604,23,14,4,30.80083336,31.06109619,Ţanţā,13.057,1.259
3605,39,1,1,30.79611488,31.06109619,Ţanţā,37.937,2.724
3606,30,49,4,30.81970498,31.07757568,Ţanţā,14.65,1.604
3607,11,1,1,30.81970498,31.08856201,Ţanţā,24.858,7.974
3608,61,1,1,30.81026963,31.09405518,Ţanţā,9.131,0.552
3609,51,40,2,30.80555161,31.07757568,Ţanţā,2.981,0.64
3610,24,9,2,30.80555161,31.09405518,Ţanţā,17.324,6.643
3611,28,53,5,30.80555161,31.09954834,Ţanţā,13.692,2.149
3612,28,1,1,30.80083336,31.09405518,Ţanţā,13.287,0.276
3613,24,5,1,30.80083336,31.09954834,Ţanţā,14.059,2.809
